area,room,toilet,lat,long,price-VND,loai_bds-code
-0.2842046369367152,0.48158074386525007,0.6058402139788884,0.16541651581747216,0.9284685696083046,6800000000,14
0.2420326821260186,-1.2861377949934227,-1.1998974740392245,1.2246657351445365,0.862673781717423,5800000000,7
0.0775835199189143,0.48158074386525007,0.6058402139788884,0.9891530003943108,-0.24085102185028265,8000000000,14
-0.31709446937813607,-0.10765876908764084,0.003927651306184082,-0.5403775723678039,-0.15093147839958432,5600000000,14
1.3273971526929071,0.48158074386525007,0.003927651306184082,0.11853720368700776,0.7632505466826017,8600000000,14
0.9984988282786985,1.070820256818141,1.2077527766515928,-0.7048272228569318,0.41015185166889667,13500000000,14
-0.9091114533237117,-0.6968982820405317,-0.5979849113665202,-0.5169379163027039,1.0403197090228034,3000000000,0
-0.6459927937923448,1.070820256818141,1.2077527766515928,0.2167605243411379,-0.07088115313251825,4500000000,13
-0.349984301819557,0.48158074386525007,0.6058402139788884,-0.5195423225320714,-0.11876513765316199,8000000000,14
0.2420326821260186,1.070820256818141,1.2077527766515928,0.8354930328558159,-1.7351237601697151,4800000000,14
0.3407021794502812,-1.2861377949934227,-1.1998974740392245,1.589282607269857,-2.9479410169563938,2630000000,5
-0.349984301819557,1.070820256818141,0.6058402139788884,0.6170949676133906,0.5870667257752584,8200000000,14
-0.48154363158524044,-1.2861377949934227,-1.1998974740392245,1.494035750877861,0.4280626550391345,3500000000,7
0.5051513416573855,0.48158074386525007,0.003927651306184082,-0.5169379163027039,1.0403197090228034,200000000,0
-1.2051199452964994,0.48158074386525007,0.003927651306184082,0.10216665024474085,-0.06503272754244853,3580000000,13
-0.9091114533237117,-0.10765876908764084,-0.5979849113665202,-0.5169379163027039,1.0403197090228034,3650000000,0
-0.1197554747296109,-1.2861377949934227,-1.1998974740392245,0.47199233482892816,-0.11766855785515377,13000000000,14
1.7878548068727993,2.8385387956768136,3.013490464669706,-0.40346021630447504,0.15245559909645037,10500000000,14
0.3407021794502812,1.070820256818141,1.2077527766515928,-0.7874241061343287,0.27234832369755463,10000000000,14
0.3407021794502812,-1.2861377949934227,-1.1998974740392245,2.361303025290131,2.833227679046209,3900000000,7
-1.566908102152129,0.48158074386525007,0.6058402139788884,1.0628204908849084,-0.009107157835199208,3850000000,13
-0.15264530717103178,0.48158074386525007,0.003927651306184082,0.11928131975267349,0.7168286685594755,4500000000,13
0.011803855036072558,2.2492992827239227,2.4115779019970014,-0.9760575287542222,0.8319695473685181,7500000000,14
1.1958378229272237,1.070820256818141,1.2077527766515928,0.5616583207290259,0.02488681590824978,20000000000,14
-0.31709446937813607,1.070820256818141,1.2077527766515928,0.07723876204844154,-1.3034368462864614,5600000000,14
