link,price,area,room,toilet,address,lat,long
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/ap-luc-ngan-hang-ban-can-ho-the-sang-residence-2pn-82m2-re-hon-300tr-id21946541,3 tỷ 449 triệu,82 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/di-nuoc-ngoai-ban-gap-can-ho-the-sang-residence-2pn-83m2-gia-re-nhat-id21946585,3 tỷ 499 triệu,82 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/can-ban-nhanh-can-goc-dep-nhat-du-an-the-sang-2pn-view-truc-dien-bien-id21966347,3 tỷ 500 triệu,82 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/2-suat-ngoai-giao-gia-goc-khi-mua-can-ho-the-sang-residence-ck-23-id21968971,3 tỷ 500 triệu,83 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/7-uu-diem-noi-bat-cua-can-ho-the-sang-khay-dong-thi-truong-bds-da-nang-id21969076,3 tỷ 500 triệu,82 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/suc-hut-khong-the-bo-qua-tai-can-ho-the-sang-residence-da-nang-id21975854,3 tỷ 500 triệu,105 m2,3 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/1-can-shophouse-thuong-mai-trung-tam-hai-chau-regal-pavillon-da-nang-id21992038,15 tỷ,120 m2,4 PN,4 WC,"Hoá Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",16.03346,108.23031
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-4-tang-120m2-doi-dien-lotte-mart-hai-chau-da-nang-re-hon-4-ty-id22042440,14 tỷ 900 triệu,120 m2,5 PN,5 WC,"Duy Tân, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",16.0489,108.21855
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/thua-chung-khoan-ban-can-ho-the-sang-residence-2pn-83m2-view-bien-re-id22014349,3 tỷ 500 triệu,83 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/1-can-duy-nhat-giam-4-ty-shophouse-trung-tam-hai-chau-regal-pavillon-id22045614,14 tỷ 900 triệu,120 m2,5 PN,5 WC,"Hoá Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",16.03346,108.23031
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/can-tien-ban-can-shophouse-regal-pavillon-120m2-x-4-tang-gia-re-nhat-id22046513,14 tỷ 900 triệu,120 m2,4 PN,4 WC,"Hoá Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",16.03346,108.23031
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/di-my-ban-shophouse-regal-pavillon-hai-chau-120m2-x-4-tang-re-400tr-id22049055,13 tỷ 500 triệu,120 m2,3 PN,3 WC,"Trần Đăng Ninh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",16.03189,108.22936
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/thanh-ly-gap-can-shophouse-nguyen-sinh-sac-lien-chieu-re-hon-1-ty-id22073780,12 tỷ,140 m2,4 PN,4 WC,"Nguyễn Sinh Sắc, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",16.07446,108.16166
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/dinh-cu-my-ban-shophouse-hoang-thi-loan-140m2-x-4-tang-gia-11-ty-id22076991,11 tỷ,140 m2,4 PN,4 WC,"Nguyễn Sinh Sắc, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",16.07446,108.16166
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/phat-mai-ngan-hang-ban-nha-pho-2-mat-tien-ven-song-han-marina-complex-id22079385,8 tỷ,143 m2,3 PN,3 WC,"Trần Hưng Đạo, Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",16.08328,108.22888
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ap-luc-ngan-hang-ban-regal-pavillon-o-duong-nguyen-lo-trach-gia-tot-id22086553,13 tỷ 900 triệu,120 m2,4 PN,5 WC,"Hoá Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",16.03346,108.23031
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/ly-do-chon-mua-biet-thu-quoc-te-dao-ngoc-regal-victoria-luc-nay-id22102387,12 tỷ 300 triệu,427 m2,3 PN,4 WC,"Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",15.99582,108.26936
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ket-tien-ban-dat-120m2-5x24m-mat-tien-ngo-quyen-an-hai-bac-gia-re-id22113129,8 tỷ 500 triệu,120 m2,0 PN,0 WC,"Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",16.0721,108.22971
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/chiet-khau-them-2-khi-dat-cho-uu-tien-gio-hang-gd3-the-sang-residence-id22150392,3 tỷ 500 triệu,105 m2,3 PN,3 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/can-ho-cao-cap-2pn-83m2-bien-my-khe-noi-that-nhap-khau-chau-au-3-5-ty-id22150409,3 tỷ 500 triệu,83 m2,2 PN,2 WC,"Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",15.99582,108.26936
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/ban-biet-thu-bien-da-nang-so-huu-lau-dai-gan-san-golf-brg-427m2-12-ty-id22150615,12 tỷ 100 triệu,427 m2,3 PN,3 WC,"Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.02983,108.25417
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/can-tien-ban-nhanh-cum-4-lo-dat-490m2-20mx24m-mat-tien-ngo-quyen-id22116263,9 tỷ,490 m2,0 PN,0 WC,"Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",16.0721,108.22971
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ket-tien-ban-lo-dat-198m2-10x19-8-duong-5m5-cat-pho-duc-chinh-gia-re-id22138922,8 tỷ 999 triệu,198 m2,0 PN,0 WC,"Phó Đức Chính, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",16.07993,108.23927
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/can-tien-ban-biet-thu-san-golf-brg-the-point-275m2-3pn-gia-chi-17-5-ty-id22138279,17 tỷ 500 triệu,275 m2,3 PN,2 WC,"Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",15.99582,108.26936
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/chu-can-tien-ban-can-biet-thu-fusion-villas-da-nang-2pn-370m2-18-ty-id22125301,18 tỷ,370 m2,2 PN,2 WC,"Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.02983,108.25417
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/chu-ban-nhanh-biet-thu-bien-da-nang-so-huu-lau-dai-the-ocean-villas-re-id22121747,30 tỷ,768 m2,3 PN,3 WC,"Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",15.99582,108.26936
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ap-luc-ngan-hang-ban-nhanh-lo-goc-2-mat-tien-ngo-quyen-va-man-quang-11-id22119517,13 tỷ 600 triệu,210 m2,0 PN,0 WC,"Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",16.09384,108.24476
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/ban-biet-thu-bien-da-nang-gan-2-san-golf-427m2-x-2-5-tang-12-5-ty-id22120044,12 tỷ 500 triệu,427 m2,3 PN,3 WC,"Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",15.99582,108.26936
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/dinh-cu-my-ban-can-ho-the-sang-residence-2pn-83m2-view-bien-gia-tot-id22003333,3 tỷ 700 triệu,83 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/di-uc-dinh-cu-ban-can-ho-the-sang-residence-3pn-105m2-view-bien-gia-re-id22003356,4 tỷ 500 triệu,105 m2,3 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/be-bitcoin-ban-can-ho-the-sang-residence-1pn-62m2-gia-lo-300tr-id22006933,3 tỷ,62 m2,1 PN,1 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/khong-gong-noi-ngan-hang-ban-can-ho-the-sang-residence-2pn-83m2-gia-re-id22015033,3 tỷ 750 triệu,83 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-mat-pho-phan-boi-quan-son-tra-da-nang-id22152758,8 tỷ 200 triệu,79 m2,4 PN,3 WC,"Phan Bôi, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",16.06899,108.23515
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/mo-ban-2-can-duplex-duy-nhat-trong-tong-209-can-ho-the-sang-residence-id22017353,12 tỷ,210 m2,5 PN,5 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-pho-co-hai-chau-da-nang-noi-tap-trung-buon-ban-lau-doi-id22152766,9 tỷ 990 triệu,76 m2,2 PN,2 WC,"Nguyễn Hoàng, Phường Hải Châu, Quận Hải Châu, Đà Nẵng",16.06399,108.21426
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/can-tien-ban-can-ho-the-6nature-da-nang-2pn-60m2-view-bien-lo-500t-id22026989,4 tỷ,60 m2,2 PN,2 WC,"Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",16.05655,108.24693
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-3-tang-moi-mat-pho-tran-nam-trung-q-cam-le-da-nang-9-2-ty-id22156107,9 tỷ 200 triệu,97 m2,5 PN,4 WC,"Trần Nam Trung, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",15.99357,108.21633
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/can-von-kinh-doanh-ban-can-ho-the-sang-residence-3pn-105m2-re-hon-300t-id22027018,4 tỷ 600 triệu,105 m2,3 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-mat-pho-hoang-the-thien-da-nang-dt-120m-3-tang-gia-7-1ty-id22164476,7 tỷ 100 triệu,120 m2,4 PN,4 WC,"Hoàng Hiệp, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",16.02531,108.21319
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/ket-qua-ket-ban-lo-500-trieu-chung-cu-cao-cap-da-nang-risemount-1pn-id22027914,3 tỷ 400 triệu,53 m2,1 PN,1 WC,"Như Nguyệt, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",16.08881,108.22049
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-tien-nguyen-khanh-toan-hai-chau-125m-mt-5m-gia-7-75-ty-id22164485,7 tỷ 750 triệu,125 m2,3 PN,3 WC,"Nguyễn Khánh Toàn, Phường Hải Châu, Quận Hải Châu, Đà Nẵng",16.0366,108.21528
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/thien-chi-ban-lo-500tr-can-ho-dat-vang-cao-cap-2-mat-tien-risemount-id22028684,4 tỷ 800 triệu,76 m2,2 PN,2 WC,"Như Nguyệt, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",16.08881,108.22049
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-pho-tong-phuoc-pho-83m-4-tang-mt-5m-gia-8-8-ty-id22165780,8 tỷ 800 triệu,83 m2,4 PN,4 WC,"Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",16.04591,108.22215
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/the-tham-gia-vi-bank-di-ban-nhanh-can-ho-wyndham-soleil-view-bien-id22033602,4 tỷ,60 m2,2 PN,2 WC,"Phạm Văn Đồng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",16.07031,108.24423
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/nha-mat-pho-hoa-binh-lo-goc-dt-131m-ngang-7m-xay-3-tang-gia-9-7-ty-id22165789,9 tỷ 700 triệu,131 m2,5 PN,4 WC,"Hòa An, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",16.05827,108.174
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/dinh-cu-singapore-ban-can-ho-filmore-2pn-72m2-view-song-han-re-300tr-id22032499,6 tỷ 500 triệu,72 m2,2 PN,2 WC,"Bạch Đằng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",16.0558,108.22367
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/mat-pho-vip-hiem-nha-ban-he-da-bong-so-no-hau-id22162545,8 tỷ 800 triệu,66 m2,3 PN,3 WC,"Lý Tự Trọng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng",16.07728,108.22003
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/dinh-cu-uc-ban-can-ho-the-sang-residence-1pn-62m2-dong-nam-gia-re-nhat-id22034026,3 tỷ,62 m2,1 PN,1 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-huynh-ngoc-hue-dien-tich-100m-2-tang-mat-tien-7m-gia-8-ty-id22162539,8 tỷ,100 m2,4 PN,2 WC,"Huỳnh Ngọc Huệ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",16.06593,108.19247
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/ket-tien-ban-can-ho-the-sang-residence-2pn-82m2-view-bien-gia-re-id22035605,3 tỷ 700 triệu,82 m2,2 PN,1 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/nha-mat-pho-lon-trung-tam-hai-chau-dien-tich-nho-tam-tien-vua-o-vua-id22159400,7 tỷ 900 triệu,44 m2,3 PN,3 WC,"Tiểu La, Phường Hải Châu, Quận Hải Châu, Đà Nẵng",16.04537,108.21836
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/chiet-khau-4-ty-so-huu-ngay-shophouse-pho-di-bo-regal-pavillon-13-5-ty-id22041810,13 tỷ 500 triệu,120 m2,4 PN,4 WC,"Hoá Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",16.03346,108.23031
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/nha-3-tang-dep-view-song-cam-le-dien-tich-127m-gia-9-5-ty-id22159391,9 tỷ 500 triệu,127 m2,5 PN,5 WC,"Bàu Tràm 3, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",16.05827,108.174
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ngan-hang-phat-mai-ban-nha-4-tang-trung-tam-hai-chau-re-hon-3-ty-id22041828,13 tỷ 900 triệu,120 m2,4 PN,4 WC,"Trần Đăng Ninh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",16.03189,108.22936
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mp-ha-huy-giap-gia-10ty-2-tang-kinh-doanh-hoac-xay-can-ho-id22158079,10 tỷ,126 m2,4 PN,4 WC,"Hà Huy Giáp, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng",16.05991,108.2237
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/ban-biet-thu-bien-da-nang-so-huu-lau-dai-gan-san-golf-brg-427m2-3pn-id22136715,12 tỷ 500 triệu,427 m2,3 PN,3 WC,"Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",15.99582,108.26936
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-mp-thai-thi-boi-gia-9-9ty-75m-4-tang-4-ngu-kinh-doanh-dinh-id22158062,9 tỷ 900 triệu,75 m2,4 PN,4 WC,"Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",16.06838,108.19679
https://mogi.vn/quan-cam-le/mua-nha-biet-thu-lien-ke/ban-biet-thu-bien-da-nang-440-1m2-co-ho-boi-ke-ocean-villa-chi-15-4-ty-id22135334,15 tỷ 400 triệu,440 m2,3 PN,3 WC,"Cách Mạng Tháng 8, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",16.01412,108.19179
https://mogi.vn/quan-lien-chieu/mua-can-ho-chung-cu/ban-nha-3-tang-mat-pho-kinh-duong-vuong-lien-chieu-da-nang-gia-9-ty-id22156117,9 tỷ,99 m2,4 PN,3 WC,"Kinh Dương Vương, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",16.07743,108.16546
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/can-tien-ban-biet-thu-view-san-golf-ven-bien-da-nang-250m2-3pn-11-ty-id22134388,11 tỷ,250 m2,3 PN,3 WC,"Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.02983,108.25417
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-dau-kiet-hoang-dieu-dt-162m-ngang-8m-gia-7-3-ty-id22167162,7 tỷ 300 triệu,162 m2,4 PN,2 WC,"Hoàng Diệu, Phường Hải Châu, Quận Hải Châu, Đà Nẵng",16.07146,108.22133
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/ly-do-vi-sao-mua-biet-thu-one-river-da-nang-tai-thoi-diem-nay-id22130307,23 tỷ,300 m2,3 PN,3 WC,"Song Hào, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",15.98967,108.26234
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-dat-mat-pho-nguyen-dinh-hoan-dt-150m-ngang-10m-gia-7-9-ty-id22167177,7 tỷ 900 triệu,150 m2,1 PN,1 WC,"Nguyễn Đăng Giai, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",16.10421,108.25944
https://mogi.vn/quan-ngu-hanh-son/mua-nha-biet-thu-lien-ke/chu-ban-biet-thu-ven-bien-nam-da-nang-so-huu-lau-dai-427m2-chi-12-5-ty-id22123480,12 tỷ 500 triệu,427 m2,3 PN,3 WC,"Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.02983,108.25417
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ket-tien-ban-lo-goc-2-mat-tien-ngo-quyen-va-man-quang-11-172m2-gia-re-id22117974,11 tỷ 500 triệu,172 m2,0 PN,0 WC,"Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",16.09384,108.24476
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-shophouse-5-tang-105m2-doi-dien-dao-kim-cuong-hoa-xuan-gia-re-nhat-id22084835,11 tỷ,105 m2,5 PN,5 WC,"Cách Mạng Tháng 8, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",16.01412,108.19179
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/dinh-cu-my-can-ban-gap-can-shophouse-halla-jade-ven-song-han-gia-re-id22084671,10 tỷ 500 triệu,144 m2,7 PN,7 WC,"Đường 2 Tháng 9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",16.04156,108.22326
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-shophouse-phu-gia-compound-da-nang-da-co-so-gan-bien-re-500tr-id22078370,10 tỷ,144 m2,5 PN,4 WC,"Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",16.0669,108.21225
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/nhan-dat-cho-uu-tien-du-an-risemount-song-han-vi-tri-dep-ck-cao-id22027886,6 tỷ 200 triệu,92 m2,2 PN,2 WC,"Như Nguyệt, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",16.08881,108.22049
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/ban-can-ho-alphanam-luxury-apartment-da-nang-2-phong-ngu-dien-tich-80m-id22027120,4 tỷ 300 triệu,80 m2,2 PN,2 WC,"Võ Văn Kiệt, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",16.06306,108.24195
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/sang-singapore-ban-can-ho-filmore-da-nang-2pn-51m2-song-han-re-300tr-id22026955,4 tỷ 500 triệu,51 m2,2 PN,2 WC,"Bạch Đằng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",16.0558,108.22367
https://mogi.vn/quan-lien-chieu/mua-can-ho-chung-cu/dinh-cu-my-can-ban-can-ho-shizen-nami-2pn-62m2-view-bien-re-300-trieu-id22025693,4 tỷ,62 m2,2 PN,2 WC,"Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",16.1061,108.13558
https://mogi.vn/quan-lien-chieu/mua-can-ho-chung-cu/tung-gio-hang-ngoai-giao-tang-cao-can-ho-shizen-nami-gia-cuc-uu-dai-id22023887,5 tỷ,80 m2,2 PN,2 WC,"Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",16.1061,108.13558
https://mogi.vn/quan-son-tra/mua-can-ho-chung-cu/tung-gio-hang-dac-biet-cac-can-tang-cao-du-an-the-6nature-da-nang-id22022747,5 tỷ,80 m2,2 PN,2 WC,"Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",16.05655,108.24693
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/3-suat-ngoai-giao-cuoi-cung-can-ho-filmore-da-nang-view-song-han-ck-9-id22022697,6 tỷ 500 triệu,70 m2,2 PN,2 WC,"Bạch Đằng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",16.0558,108.22367
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/chi-3-5-ty-so-huu-can-ho-2pn-du-an-aria-da-nang-hotel-resort-30-tang-id22019126,3 tỷ 500 triệu,107 m2,2 PN,2 WC,"Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",15.99582,108.26936
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/co-hoi-the-ky-so-huu-can-ho-the-sang-residence-giam-gia-hon-1-ty-dong-id22013892,3 tỷ 500 triệu,105 m2,3 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/thua-ca-do-bong-da-can-ban-can-ho-the-sang-residence-3pn-105m2-gia-re-id22011073,4 tỷ,105 m2,3 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/thua-banh-ban-can-ho-the-sang-residence-3pn-105m2-view-bien-re-500tr-id22008323,4 tỷ 500 triệu,105 m2,3 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",16.03851,108.24755
https://mogi.vn/quan-hai-chau/mua-can-ho-chung-cu/gia-dinh-toi-di-nuoc-ngoai-dinh-cu-can-sang-gap-can-ho-filmore-2pn-80m-id22008292,7 tỷ,105 m2,2 PN,2 WC,"Bạch Đằng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",16.0558,108.22367
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/vip-ban-nha-gac-lung-43m2-mat-tien-duong-ngo-quyen-man-thai-son-tra-id22160183,3 tỷ 600 triệu,43 m2,2 PN,1 WC,"Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",16.09023,108.24266
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-4-tang-kiet-oto-6m-phan-thanh-tai-hai-chau-da-nang-gia-re-3-x-id22160318,3 tỷ 800 triệu,42 m2,4 PN,3 WC,"Đường 2 Tháng 9, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng",16.05142,108.22233
https://mogi.vn/quan-cam-le/mua-dat-nen-du-an/h0t-ban-lo-dat-100m2-duong-10m5-le-quang-chi-hoa-xuan-cam-le-da-nan-id22043338,5 tỷ 950 triệu,100 m2,0 PN,0 WC,"Cách Mạng Tháng 8, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",16.01412,108.19179
